,destination_amount,hour_sin,day_sin,hour_cos,day_cos,destination_sliding_mean_diff,destination_prefix_mean_diff,origin_sliding_mean_diff,origin_prefix_mean_diff
0,-0.4079433465218417,0.5123145998745533,-0.7471975397933924,-0.7758186878848967,-1.2916734788840596,0.031671373850883325,0.03584065206453776,0.010152152663117473,0.013434140798256713
1,-0.2132033423687102,0.5123145998745533,-0.7471975397933924,-0.7758186878848967,-1.2916734788840596,0.031671373850883325,0.03584065206453776,0.010152152663117473,0.013434140798256713
2,-0.15303166833162132,0.5123145998745533,-0.7471975397933924,-0.7758186878848967,-1.2916734788840596,0.07721626684201328,0.08119538368427011,0.054221714883448104,0.05716314757732084
3,-0.3564101161247218,0.5123145998745533,-0.7471975397933924,-0.7758186878848967,-1.2916734788840596,0.031671373850883325,0.03584065206453776,0.04789494343208751,0.050885267386387066
4,-0.18957694037735806,0.5123145998745533,-0.7471975397933924,-0.7758186878848967,-1.2916734788840596,0.031671373850883325,0.03584065206453776,0.19823153511988204,0.2000601061149675
5,-0.23538138255216332,0.5123145998745533,-0.7471975397933924,-0.7758186878848967,-1.2916734788840596,0.031671373850883325,0.03584065206453776,0.10089112555198004,0.10347191200969531
6,-0.097774078999904,0.5123145998745533,-0.7471975397933924,-0.7758186878848967,-1.2916734788840596,0.1358285211362076,0.13956291709045052,0.24399644478002336,0.24547135923262017
7,0.0444757414187458,0.5123145998745533,-0.7471975397933924,-0.7758186878848967,-1.2916734788840596,0.24467099447176924,0.24795094575315207,0.3786613331322121,0.379095600522181
8,-0.40813732354968535,0.5123145998745533,-0.7471975397933924,-0.7758186878848967,-1.2916734788840596,0.03152454956657923,0.03569444080851025,-0.2422557203589782,-0.23702320514243935
9,-0.36934191798096266,0.5123145998745533,-0.7471975397933924,-0.7758186878848967,-1.2916734788840596,0.07072663347577234,0.07473284616785435,-0.16098085880660076,-0.15637640965074712
10,-0.29175110684351735,0.5123145998745533,-0.7471975397933924,-0.7758186878848967,-1.2916734788840596,-0.1903220498740967,-0.18522589334051706,-0.04093978911392128,-0.037262978840771
11,-0.37580781890908316,0.5123145998745533,-0.7471975397933924,-0.7758186878848967,-1.2916734788840596,0.053621604354345376,0.0576992348406499,-0.1466438074825033,-0.14215015046058843
12,-0.13010358364050623,0.5123145998745533,-0.7471975397933924,-0.7758186878848967,-1.2916734788840596,0.04984234727635801,0.053935757110501914,0.19479778926413543,0.19665289514579984
13,-0.4049923093382476,0.5123145998745533,-0.7471975397933924,-0.7758186878848967,-1.2916734788840596,-0.1922493633127284,-0.18714515976130475,0.010152152663117473,0.013434140798256713
14,0.22552096740611827,0.5123145998745533,-0.7471975397933924,-0.7758186878848967,-1.2916734788840596,0.34586555397602425,0.34872299254633204,0.6569177297361515,0.655201720945547
15,-0.097774078999904,0.5123145998745533,-0.7471975397933924,-0.7758186878848967,-1.2916734788840596,-0.0851420267414539,-0.080485023230946,0.17003354315149646,0.17208001918384125
16,-0.29175110684351735,0.5123145998745533,-0.7471975397933924,-0.7758186878848967,-1.2916734788840596,-0.15710876538357396,-0.1521512826575838,-0.10522753842216373,-0.10105393304303441
17,-0.41778444773444107,0.5123145998745533,-0.7471975397933924,-0.7758186878848967,-1.2916734788840596,-0.15079303722518647,-0.14586192425108502,0.010152152663117473,0.013434140798256713
18,-0.40813732354968535,0.5123145998745533,-0.7471975397933924,-0.7758186878848967,-1.2916734788840596,0.010078415772561229,0.014337850011425877,-0.2566519667752478,-0.25130820198408504
19,0.22552096740611827,0.5123145998745533,-0.7471975397933924,-0.7758186878848967,-1.2916734788840596,0.5410565541829213,0.5430990212856038,0.6301911456204207,0.6286816712991529
20,-0.13010358364050623,0.5123145998745533,-0.7471975397933924,-0.7758186878848967,-1.2916734788840596,0.00632216116578149,0.010597278711388849,0.10344361792644365,0.10600467954181605
21,-0.10698604805219718,0.5123145998745533,-0.7471975397933924,-0.7758186878848967,-1.2916734788840596,0.2620970141063037,0.2653042073774229,0.010152152663117473,0.013434140798256713
22,-0.22709209756231288,0.5123145998745533,-0.7471975397933924,-0.7758186878848967,-1.2916734788840596,-0.12137173458395747,-0.11656346294048885,-0.035914783511751154,-0.03227680487009423
23,0.4538448609799074,0.5123145998745533,-0.7471975397933924,-0.7758186878848967,-1.2916734788840596,0.9311957351970064,0.9316092731964407,0.4209031087598456,0.421010945257063
24,-0.24648980034667423,0.5123145998745533,-0.7471975397933924,-0.7758186878848967,-1.2916734788840596,-0.2247866035430777,-0.21954654883870697,-0.06040839720609876,-0.056581139774283085
25,-0.38818562237380266,0.5123145998745533,-0.7471975397933924,-0.7758186878848967,-1.2916734788840596,-0.2899012439413497,-0.2843893192532552,0.010152152663117473,0.013434140798256713
26,0.34190718411228627,0.5123145998745533,-0.7471975397933924,-0.7758186878848967,-1.2916734788840596,0.717378246214214,0.7186845259518204,0.17467567692126096,0.1766862800328248
27,-0.4042965783983818,0.5123145998745533,-0.7471975397933924,-0.7758186878848967,-1.2916734788840596,-0.3629241976423502,-0.3571073837755284,-0.001647465517964991,0.0017257062816804728
28,-0.39493654021483465,0.5123145998745533,-0.7471975397933924,-0.7758186878848967,-1.2916734788840596,-0.3107120704555104,-0.30511325533799677,0.011426094188094031,0.014698237711752516
29,-0.3829301380994264,0.5123145998745533,-0.7471975397933924,-0.7758186878848967,-1.2916734788840596,-0.26306296478895425,-0.25766309665944176,0.026310423871020516,0.02946754606912595
